Date,ADA,ATOM,AVAX,BCH,BNB,BTC,DOGE,DOT,ETC,ETH,FIL,GRT,HBAR,ICP,IMX,INJ,LINK,LTC,MATIC,NEAR,RNDR,RUNE,SHIB,SOL,STX,TRX,UNI,VET,XLM,XRP
2022/11/28,0.3066,9.862,12.45,110,293.5,16212.91,0.09513,5.13,19.32,1167.77,4.25,0.0623,0.0484,3.851,0.421,1.535,7.194,73.97,0.8213,1.591,0.47,1.169,9.08E-06,13.32,0.251,0.05299,5.29,0.01823,0.0873,0.3888
2022/11/29,0.3092,10.181,12.47,111,295.4,16442.53,0.10146,5.3,19.51,1216.49,4.35,0.0626,0.0493,3.965,0.439,1.601,7.318,75.8,0.8384,1.606,0.474,1.228,9.07E-06,13.34,0.25,0.05326,5.46,0.01853,0.0885,0.3981
2022/11/30,0.3187,10.494,13.15,113.5,300.6,17163.64,0.10677,5.46,20.29,1294.46,4.42,0.0646,0.0506,4.1,0.47,1.761,7.672,79.16,0.933,1.723,0.493,1.293,9.35E-06,14.16,0.255,0.05461,5.86,0.01923,0.0899,0.4078
2022/12/1,0.3145,10.268,12.9,110.3,292.3,16977.37,0.10175,5.41,19.75,1276.41,4.39,0.0645,0.0492,4.119,0.472,1.689,7.681,77.57,0.9089,1.742,0.477,1.327,9.21E-06,13.51,0.248,0.05415,5.91,0.01906,0.0877,0.3969
2022/12/2,0.3191,10.366,13.58,112,293.4,17092.74,0.1021,5.62,19.86,1295.59,4.64,0.065,0.0489,4.282,0.484,1.685,7.61,77.94,0.9488,1.756,0.483,1.38,9.33E-06,13.71,0.247,0.05445,6.34,0.01942,0.0881,0.3961
2022/12/3,0.3196,10.021,13.4,109.7,290.4,16885.2,0.0997,5.49,19.23,1240.51,4.42,0.0628,0.0476,4.138,0.475,1.602,7.235,76.47,0.9029,1.67,0.511,1.325,9.19E-06,13.29,0.247,0.05358,6.1,0.01902,0.0863,0.3873
2022/12/4,0.3221,10.255,13.93,111,291.8,17105.7,0.10406,5.59,19.49,1279.41,4.58,0.064,0.0481,4.347,0.504,1.631,7.444,77.07,0.9212,1.723,0.515,1.377,9.35E-06,13.71,0.249,0.05309,6.27,0.01931,0.0877,0.3895
2022/12/5,0.3193,10.264,13.6,110.4,288.4,16966.35,0.10149,5.48,19.45,1259.41,4.52,0.0641,0.0486,4.43,0.486,1.643,7.275,80.19,0.9116,1.718,0.492,1.377,9.42E-06,13.82,0.259,0.05334,6.17,0.01916,0.0869,0.3893
2022/12/6,0.3183,10.166,13.67,112.1,290.2,17088.96,0.10019,5.5,19.55,1271.32,4.59,0.0642,0.0482,4.38,0.485,1.653,7.132,79.88,0.9176,1.789,0.516,1.388,9.31E-06,14.3,0.26,0.05364,6.18,0.01922,0.086,0.3914
2022/12/7,0.3102,9.617,13.28,109.1,284.2,16836.64,0.09575,5.29,18.71,1231.18,4.35,0.0616,0.0471,4.177,0.441,1.588,6.881,76.89,0.8973,1.691,0.504,1.374,9.10E-06,13.49,0.251,0.05312,6,0.01867,0.0842,0.3835
2022/12/8,0.3145,9.833,13.42,111.9,290.4,17224.1,0.09847,5.42,19.18,1280.18,4.4,0.0636,0.0478,4.279,0.446,1.629,7,78.27,0.9276,1.706,0.53,1.428,9.27E-06,13.69,0.262,0.05448,6.19,0.0191,0.0856,0.3941
2022/12/9,0.3118,9.758,13.46,109.9,286,17128.56,0.0967,5.3,19.17,1263.1,4.44,0.0654,0.0481,4.372,0.438,1.642,6.863,76.31,0.9097,1.698,0.516,1.38,9.21E-06,13.59,0.266,0.05464,6.17,0.01899,0.0853,0.3889
2022/12/10,0.3126,9.945,13.49,109.1,288.2,17127.49,0.09632,5.27,19.15,1266.35,4.38,0.0723,0.0483,4.404,0.439,1.665,6.858,76.36,0.9082,1.705,0.52,1.416,9.18E-06,13.58,0.271,0.05483,6.08,0.0192,0.0853,0.3865
2022/12/11,0.3074,9.534,12.98,106.3,284.4,17085.05,0.09266,5.17,18.89,1263.01,4.28,0.0694,0.0478,4.221,0.43,1.62,6.7,76.5,0.8922,1.633,0.5,1.379,9.10E-06,13.42,0.283,0.05397,5.92,0.01902,0.0838,0.3809
2022/12/12,0.3069,9.622,13,106.3,276.1,17209.83,0.09029,5.17,18.55,1275.4,4.25,0.0681,0.0473,4.175,0.426,1.661,6.701,76.23,0.9107,1.631,0.507,1.39,8.97E-06,13.31,0.307,0.05352,5.92,0.01892,0.0843,0.3874
2022/12/13,0.3142,9.754,13.76,110.4,272.2,17774.7,0.09105,5.28,19.26,1320.69,4.32,0.0672,0.0478,4.172,0.441,1.641,6.926,77.39,0.9244,1.71,0.518,1.418,9.17E-06,13.89,0.301,0.0545,6.11,0.01909,0.084,0.3952
2022/12/14,0.3079,9.591,13.71,109.1,267.7,17803.15,0.08824,5.215,18.77,1307.44,4.227,0.0657,0.0467,3.993,0.452,1.615,6.718,75.3,0.9026,1.659,0.503,1.466,8.95E-06,14.12,0.276,0.05558,5.908,0.01874,0.083,0.3853
2022/12/15,0.3003,9.426,13.17,107.2,258.8,17356.34,0.08485,5.23,18.19,1266.54,4.152,0.0639,0.0458,3.927,0.457,1.573,6.456,72.42,0.8787,1.59,0.497,1.45,8.86E-06,14.04,0.266,0.05577,5.799,0.01815,0.0819,0.378
2022/12/16,0.2632,8.587,11.84,100.1,231.2,16632.12,0.07569,4.652,15.94,1166.83,3.018,0.0562,0.0421,3.559,0.413,1.408,5.893,66.25,0.7953,1.37,0.435,1.319,8.18E-06,12.25,0.242,0.05292,5.3,0.01688,0.0743,0.3511
2022/12/17,0.2672,8.803,11.95,103.1,242.1,16776.52,0.07919,4.708,16.2,1187.16,3.196,0.058,0.043,3.688,0.422,1.439,6.03,64.89,0.8156,1.395,0.448,1.307,8.29E-06,12.51,0.239,0.05486,5.386,0.01688,0.0757,0.3545
2022/12/18,0.2659,8.857,11.93,102,251,16738.21,0.07847,4.657,15.94,1183.06,3.046,0.0576,0.0438,3.68,0.419,1.409,5.949,64.37,0.8126,1.364,0.449,1.32,8.55E-06,12.38,0.235,0.05378,5.328,0.01664,0.0764,0.3499
2022/12/19,0.2529,8.644,11.39,98.4,240.4,16438.88,0.07133,4.481,15.2,1167.82,2.815,0.0551,0.0409,3.497,0.432,1.304,5.79,63.37,0.7737,1.259,0.42,1.299,8.14E-06,11.94,0.221,0.05356,5.09,0.01579,0.0732,0.3389
2022/12/20,0.2587,8.951,11.95,101.7,251.4,16895.56,0.07483,4.605,15.93,1216.94,2.975,0.0573,0.0428,3.714,0.457,1.37,6.013,65.55,0.8012,1.343,0.431,1.36,8.46E-06,12.26,0.231,0.05497,5.362,0.01628,0.076,0.3482
2022/12/21,0.2534,8.864,11.71,100.3,246.2,16824.67,0.07374,4.485,16.64,1213.78,2.979,0.0574,0.0427,3.72,0.444,1.327,5.989,65.4,0.7938,1.307,0.415,1.378,8.25E-06,12.14,0.227,0.05492,5.322,0.01639,0.0752,0.3449
2022/12/22,0.2566,8.99,11.85,101.4,245.8,16821.43,0.07685,4.531,16.49,1217.71,2.995,0.0585,0.0435,3.741,0.437,1.331,6.005,66.21,0.7966,1.322,0.427,1.388,8.35E-06,11.82,0.229,0.05554,5.372,0.01638,0.0758,0.3492
2022/12/23,0.2594,8.913,11.79,102,246.2,16778.5,0.07721,4.473,16.4,1219.99,2.967,0.0584,0.0436,3.664,0.431,1.318,5.941,65.75,0.7991,1.341,0.429,1.394,8.27E-06,11.78,0.228,0.05423,5.265,0.01627,0.0754,0.3543
2022/12/24,0.2592,8.962,11.67,101.7,244.5,16836.12,0.07752,4.452,16.45,1220.41,2.933,0.0579,0.0438,3.74,0.426,1.316,5.916,65.76,0.7958,1.337,0.423,1.396,8.32E-06,11.45,0.237,0.05473,5.202,0.01626,0.0743,0.3517
2022/12/25,0.2591,9.01,11.68,101.4,243.2,16832.11,0.07598,4.492,16.2,1218.51,2.964,0.0579,0.0435,3.766,0.423,1.311,5.99,69.15,0.795,1.332,0.412,1.385,8.29E-06,11.38,0.229,0.05481,5.161,0.01616,0.0739,0.3457
2022/12/26,0.2652,9.183,11.71,103.4,244.3,16919.39,0.07568,4.571,16.25,1228.11,3.002,0.06,0.0439,3.857,0.427,1.315,6.048,70.78,0.8154,1.362,0.418,1.389,8.32E-06,11.32,0.226,0.05459,5.203,0.01618,0.0753,0.3658
2022/12/27,0.2603,9.215,11.64,101.7,246.7,16706.36,0.07372,4.478,15.87,1211.55,3.071,0.0594,0.0423,3.836,0.414,1.272,5.903,68.67,0.8063,1.362,0.417,1.38,8.19E-06,11.09,0.222,0.05415,5.193,0.01599,0.0741,0.3675
2022/12/28,0.2482,9.134,11.21,99.2,244.5,16547.31,0.0704,4.286,15.12,1190.15,2.992,0.0559,0.0407,3.959,0.391,1.254,5.675,66.32,0.7827,1.316,0.422,1.316,7.92E-06,9.76,0.211,0.05416,4.97,0.01563,0.0717,0.3558
2022/12/29,0.244,9.33,10.98,98.4,246.3,16633.47,0.07094,4.309,15.7,1200.49,2.977,0.0552,0.0393,4.018,0.39,1.288,5.601,66.66,0.7769,1.297,0.404,1.3,8.20E-06,9.64,0.207,0.05402,5.048,0.01572,0.072,0.3421
2022/12/30,0.2458,9.382,10.87,96.8,245.8,16607.48,0.0684,4.324,15.55,1199.99,2.98,0.0551,0.0375,4.122,0.381,1.277,5.475,67.94,0.7612,1.277,0.407,1.274,8.05E-06,9.9,0.215,0.05439,5.098,0.01568,0.0724,0.3451
2022/12/31,0.2458,9.353,10.9,97,246.3,16542.4,0.07025,4.309,15.69,1196.13,3.01,0.0554,0.0365,3.933,0.384,1.275,5.575,70.14,0.7583,1.256,0.403,1.273,8.08E-06,9.97,0.209,0.0545,5.166,0.0158,0.071,0.3389
2023/1/1,0.2499,9.462,10.87,96.8,244.4,16616.75,0.07024,4.371,15.79,1200.34,3.108,0.0566,0.0381,4.021,0.385,1.274,5.628,70.91,0.7603,1.276,0.404,1.287,8.12E-06,9.99,0.213,0.05481,5.248,0.01605,0.0726,0.3387
2023/1/2,0.2538,9.818,11.16,99.3,245.2,16672.87,0.0714,4.492,16.12,1214,3.151,0.0595,0.0389,4.013,0.399,1.299,5.691,74.74,0.7809,1.314,0.412,1.317,8.19E-06,11.28,0.216,0.05517,5.371,0.01616,0.0737,0.3482
2023/1/3,0.2529,10.157,11.38,99.6,246.1,16675.18,0.07049,4.526,15.89,1214.55,3.091,0.0601,0.0382,3.914,0.395,1.305,5.621,75.57,0.7798,1.335,0.41,1.324,8.15E-06,13.37,0.216,0.05483,5.379,0.01609,0.0736,0.3436
2023/1/4,0.2678,10.196,12.08,101.5,258.9,16850.36,0.07311,4.632,19.2,1256.9,3.357,0.0611,0.0385,3.945,0.413,1.356,5.809,75.46,0.8068,1.55,0.414,1.357,8.37E-06,13.43,0.22,0.05477,5.532,0.0166,0.0738,0.3472
2023/1/5,0.2692,10.085,11.74,101.2,256.7,16831.85,0.07152,4.62,18.23,1251.24,3.287,0.0607,0.0384,3.817,0.409,1.357,5.66,74.25,0.789,1.524,0.417,1.348,8.36E-06,13.43,0.217,0.05374,5.377,0.01624,0.0729,0.338
2023/1/6,0.2786,10.251,11.78,101.7,259.9,16950.65,0.07241,4.684,20.43,1269.14,3.339,0.0621,0.0392,3.902,0.423,1.372,5.712,75.91,0.7992,1.591,0.419,1.377,8.44E-06,13.5,0.218,0.05249,5.52,0.01642,0.0751,0.3443
2023/1/7,0.2768,10.196,11.75,101.4,261.3,16943.57,0.07219,4.664,20.03,1264.07,3.299,0.0641,0.0396,4.014,0.421,1.372,5.83,76.4,0.8063,1.56,0.41,1.372,8.42E-06,13.1,0.219,0.05201,5.414,0.01637,0.0756,0.3442
2023/1/8,0.2974,10.549,12.09,103.7,274.9,17127.83,0.07363,4.826,20.39,1290.16,3.447,0.0698,0.0418,4.115,0.451,1.415,5.963,78.68,0.8407,1.647,0.436,1.42,8.65E-06,14.45,0.227,0.05439,5.58,0.0171,0.0773,0.3452
2023/1/9,0.3168,11.112,12.19,106.9,272.6,17178.26,0.07566,4.887,20.12,1320.39,3.774,0.0707,0.0444,4.246,0.476,1.421,6.065,81.62,0.8426,1.642,0.448,1.439,8.68E-06,16.25,0.23,0.05461,5.79,0.01747,0.0794,0.349
2023/1/10,0.3222,11.327,12.73,107.4,277.1,17440.66,0.07782,4.92,20.23,1335.62,3.757,0.0729,0.0445,4.32,0.495,1.442,6.166,80.83,0.8585,1.644,0.453,1.463,9.27E-06,16.2,0.236,0.05486,5.781,0.01817,0.0796,0.3507
2023/1/11,0.323,11.856,15.86,109.9,284.8,17943.26,0.07814,5.135,20.52,1389.39,3.732,0.0722,0.0458,4.342,0.491,1.451,6.284,84.08,0.8914,1.82,0.452,1.472,9.13E-06,16.36,0.238,0.05652,5.919,0.01839,0.0814,0.3728
2023/1/12,0.3293,12.273,15.43,119.7,287.7,18846.62,0.08025,5.232,20.88,1415.92,3.852,0.0733,0.0476,4.51,0.537,1.527,6.387,86.09,0.9152,1.831,0.456,1.564,9.47E-06,16.59,0.247,0.0571,6.181,0.01884,0.0816,0.3748
2023/1/13,0.3456,12.406,15.96,124.6,293.7,19930.01,0.0845,5.401,21.62,1451.2,4.018,0.0766,0.0505,4.605,0.542,1.558,6.605,86.23,0.9304,1.956,0.542,1.684,1.02E-05,18.29,0.255,0.0601,6.307,0.02012,0.0846,0.3858
2023/1/14,0.3525,12.874,16.94,125.8,305.1,20954.92,0.08729,6.026,22.5,1549.9,4.804,0.0821,0.0532,5.06,0.56,1.61,6.856,87.84,0.9981,2.251,0.561,1.762,1.04E-05,24.24,0.267,0.06177,6.621,0.02074,0.0873,0.3953
2023/1/15,0.3507,12.778,16.8,124.8,302.2,20871.5,0.08608,5.929,22.4,1552.52,4.699,0.0851,0.0523,5.148,0.589,1.653,6.694,87.37,0.9831,2.24,0.571,1.75,1.07E-05,22.89,0.272,0.06231,6.592,0.0211,0.088,0.3845
2023/1/16,0.3504,12.342,16.74,124.2,299,21185.65,0.08368,5.812,21.87,1576.94,4.57,0.0816,0.0538,5.03,0.591,1.641,6.669,85.91,1.0195,2.192,0.612,1.765,1.05E-05,23.58,0.276,0.06242,6.54,0.02134,0.0878,0.3855
2023/1/17,0.3455,12.155,17.12,122.7,299.4,21134.81,0.08285,5.956,21.84,1565.57,4.626,0.081,0.0544,5.091,0.619,1.597,6.804,87.02,0.9941,2.156,0.576,1.701,1.06E-05,22.86,0.27,0.06168,6.342,0.02128,0.0862,0.3868
2023/1/18,0.3264,11.542,15.82,118.7,286.7,20677.47,0.08,5.653,20.36,1511.43,4.252,0.0745,0.054,4.945,0.576,1.48,6.334,82.62,0.938,1.972,0.537,1.596,1.12E-05,20.79,0.249,0.05891,6.048,0.0197,0.0824,0.3782
2023/1/19,0.3379,12.012,16.19,121.6,294.6,21071.59,0.08161,5.802,20.73,1551.09,4.404,0.078,0.0612,5.144,0.584,1.535,6.506,84.21,0.9528,2.096,0.568,1.644,1.15E-05,21.4,0.26,0.06009,6.164,0.02031,0.0844,0.3928
2023/1/20,0.3652,13.144,17.48,128.1,305.1,22667.21,0.08617,6.247,22.46,1658.52,4.741,0.0838,0.0725,5.497,0.638,1.641,6.941,90.28,1.026,2.388,0.699,1.792,1.22E-05,25.51,0.276,0.06272,6.67,0.02236,0.0889,0.4129
2023/1/21,0.3687,13.083,16.88,128,299,22783.55,0.08467,6.237,21.8,1626.66,4.95,0.0824,0.0717,5.416,0.628,1.733,6.853,87.91,0.9897,2.324,0.665,1.755,1.19E-05,24.57,0.271,0.06172,6.66,0.0218,0.0904,0.4034
2023/1/22,0.3764,13.328,17.34,128.6,303,22707.88,0.08824,6.207,22.55,1627.44,5.427,0.083,0.069,5.542,0.667,1.94,6.984,87.58,0.9939,2.399,0.691,1.755,1.20E-05,24.21,0.277,0.06166,6.888,0.02219,0.091,0.4004
2023/1/23,0.375,13.06,17.97,133.2,305.1,22916.45,0.08851,6.56,22.79,1626.29,5.422,0.0899,0.0684,5.804,0.714,1.996,7.015,89.9,0.9936,2.544,0.857,1.73,1.20E-05,24.33,0.288,0.06273,6.721,0.02289,0.0946,0.4234
2023/1/24,0.3587,12.445,17,128.2,300.3,22632.89,0.08392,6.191,21.18,1555.97,4.994,0.0894,0.0627,5.516,0.645,1.836,6.661,87.19,0.9555,2.355,0.771,1.681,1.12E-05,22.78,0.275,0.06019,6.296,0.02185,0.0904,0.4078
2023/1/25,0.3732,13.561,17.79,131.8,306.9,23060.94,0.08654,6.399,21.84,1611.94,5.45,0.0917,0.067,5.761,0.712,2.241,6.954,89.38,0.992,2.545,0.865,1.761,1.16E-05,24.52,0.282,0.0618,6.596,0.02299,0.0924,0.417
2023/1/26,0.3796,13.111,18.08,134,304.7,23009.65,0.08633,6.472,21.98,1601.09,5.433,0.092,0.0669,5.83,0.677,2.58,7.169,87.52,1.124,2.521,0.881,1.768,1.16E-05,24.33,0.282,0.06172,6.74,0.02383,0.092,0.4092
2023/1/27,0.3898,13.532,21.2,135.2,308,23074.16,0.08723,6.585,22.02,1597.62,5.391,0.0958,0.0694,6.065,0.677,2.558,7.384,88.89,1.1588,2.557,0.866,1.887,1.17E-05,24.43,0.293,0.06366,6.871,0.02488,0.0926,0.4128
2023/1/28,0.3819,13.22,20.54,132.7,306.1,23022.6,0.08773,6.397,21.72,1572.1,5.274,0.0928,0.0668,6.089,0.657,2.502,7.211,89.67,1.1442,2.47,1.194,1.835,1.18E-05,24,0.288,0.06312,6.631,0.02414,0.0928,0.4078
2023/1/29,0.3975,13.803,20.99,136.6,317.2,23742.3,0.09009,6.611,22.75,1644.72,5.477,0.0965,0.0694,6.239,0.673,2.524,7.372,94.84,1.178,2.571,1.279,1.911,1.21E-05,26.07,0.294,0.06378,6.927,0.02459,0.0944,0.4134
2023/1/30,0.3725,13.073,19.74,131.2,307.2,22826.15,0.08837,6.19,21.35,1566.2,5.098,0.0871,0.064,5.776,0.648,2.816,6.914,91.37,1.0875,2.307,1.205,1.756,1.15E-05,23.96,0.269,0.06227,6.517,0.02305,0.0899,0.3934
2023/1/31,0.3902,13.362,19.8,133.3,312,23125.13,0.09612,6.26,21.69,1585.33,5.229,0.0887,0.0645,5.871,0.752,3.143,6.952,94.09,1.1094,2.328,1.41,1.768,1.18E-05,23.92,0.276,0.06218,6.558,0.02312,0.0906,0.4057
2023/2/1,0.397,14.925,20.95,136.2,317,23732.66,0.09403,6.467,22.35,1641.68,5.687,0.0931,0.0696,6.058,0.806,3.855,7.214,100.33,1.1937,2.427,1.522,1.831,1.20E-05,25,0.285,0.06312,6.798,0.02478,0.0923,0.4131
2023/2/2,0.3981,14.407,21.21,136.7,323.5,23488.94,0.09099,6.543,22.42,1643.12,5.473,0.0951,0.067,5.783,0.866,3.627,7.099,98.64,1.181,2.444,1.715,1.851,1.21E-05,24.32,0.283,0.06383,7.11,0.0241,0.0918,0.4098
2023/2/3,0.4038,14.992,21.36,137.9,332.2,23431.9,0.09293,7.008,23.17,1663.52,5.675,0.099,0.0722,5.865,0.958,3.749,7.294,99.86,1.246,2.507,1.695,1.897,1.27E-05,24.69,0.302,0.06416,7.061,0.02483,0.093,0.4117
2023/2/4,0.3994,14.665,21.04,138,330.4,23326.84,0.09567,6.873,23.81,1666.38,5.521,0.1138,0.0733,5.795,0.911,3.876,7.237,98.51,1.2545,2.501,1.674,1.876,1.47E-05,24.34,0.305,0.06384,7.204,0.02491,0.0929,0.4106
2023/2/5,0.3923,14.736,20.08,134.4,327.8,22932.91,0.09203,6.637,22.85,1629.02,5.299,0.1327,0.0699,5.621,0.893,3.603,6.985,96.63,1.2028,2.386,1.751,1.777,1.43E-05,23.47,0.298,0.06411,6.886,0.0242,0.0909,0.3984
2023/2/6,0.3823,14.143,19.58,131.5,324.3,22762.52,0.08955,6.494,22.13,1614.29,5.125,0.129,0.0675,5.446,0.875,3.474,6.832,95.93,1.191,2.308,1.877,1.765,1.41E-05,22.66,0.294,0.06316,6.647,0.02391,0.0889,0.392
2023/2/7,0.3989,14.957,20.83,135.9,333,23240.46,0.09253,6.941,23.2,1671.03,5.537,0.2085,0.0748,5.849,1.054,4.144,7.197,100.86,1.2699,2.493,2.133,1.95,1.44E-05,23.82,0.311,0.06577,6.979,0.02595,0.092,0.4036
2023/2/8,0.3942,15.151,20.11,131.6,328.2,22963,0.09018,6.757,22.64,1650.43,5.442,0.1751,0.0752,5.725,1.015,3.734,7.136,99.22,1.3062,2.639,1.758,1.886,1.38E-05,23.22,0.314,0.06695,6.812,0.0258,0.091,0.3975
2023/2/9,0.3622,13.53,17.9,126.6,306.2,21796.35,0.08144,6.235,20.9,1545.35,4.789,0.1475,0.0716,5.08,0.883,3.284,6.984,92.05,1.2297,2.27,1.373,1.666,1.22E-05,20.48,0.284,0.06265,6.33,0.02329,0.0857,0.3819
2023/2/10,0.3581,13.705,17.79,124.3,305.8,21625.19,0.08089,6.186,20.97,1513.06,4.848,0.1666,0.0761,5.072,0.96,3.128,6.89,93.34,1.2298,2.25,1.483,1.668,1.29E-05,20.11,0.284,0.06329,6.365,0.02357,0.0857,0.3817
2023/2/11,0.3684,13.749,18.01,124.6,310.4,21862.55,0.08225,6.278,21.49,1538.51,5.102,0.1616,0.0881,5.268,1.078,3.399,7.003,94.28,1.2493,2.285,1.447,1.716,1.29E-05,20.81,0.292,0.06372,6.481,0.02388,0.0862,0.3833
2023/2/12,0.3641,13.539,17.78,122.9,312.6,21783.54,0.08215,6.181,21.06,1514.83,4.919,0.1543,0.0868,5.51,1.028,3.347,6.808,92.51,1.236,2.237,1.543,1.684,1.28E-05,21.49,0.296,0.06388,6.346,0.02358,0.0851,0.3747
2023/2/13,0.3593,13.129,17.63,123.8,294.3,21773.97,0.08209,6.143,20.64,1505.24,4.867,0.1475,0.086,5.345,0.967,3.258,6.669,91.05,1.1851,2.187,1.498,1.644,1.25E-05,20.77,0.2966,0.0656,6.244,0.02298,0.085,0.3703
2023/2/14,0.3867,13.399,18.14,126.7,296.2,22199.84,0.0836,6.227,21.23,1555.71,5.091,0.1692,0.0876,5.532,1.134,3.487,6.808,95.82,1.2579,2.246,1.719,1.701,1.28E-05,21.84,0.3051,0.06675,6.589,0.02384,0.086,0.3819
2023/2/15,0.419,14.297,19.94,134.8,317.4,24324.05,0.08928,6.612,22.47,1674.92,5.483,0.1847,0.0915,6.031,1.247,3.945,7.281,102.82,1.3283,2.515,2.002,1.812,1.38E-05,23.86,0.3411,0.07085,6.93,0.02567,0.0902,0.4011
2023/2/16,0.3874,13.427,18.59,128,304.4,23517.72,0.08489,6.327,21.35,1637.84,5.403,0.1634,0.0839,5.936,1.092,3.645,7.011,98.55,1.3711,2.311,1.768,1.666,1.27E-05,22.24,0.3197,0.06683,6.477,0.02432,0.0863,0.3841
2023/2/17,0.4033,14.17,19.45,133.4,313,24569.97,0.08771,7.284,22.42,1693.87,7.609,0.1679,0.0853,7.313,1.09,4.006,7.65,100.12,1.5239,2.456,1.858,1.742,1.32E-05,23.14,0.3324,0.07031,6.738,0.02761,0.0908,0.395
2023/2/18,0.406,14.289,19.54,136.2,316.5,24631.95,0.08882,7.229,22.62,1691.62,7.52,0.1773,0.0864,7.051,1.051,4.421,7.989,99.71,1.4847,2.576,1.855,1.773,1.32E-05,23.45,0.3823,0.07014,6.976,0.02714,0.0918,0.3943
2023/2/19,0.3995,14.126,19.81,136,311.5,24271.76,0.08697,7.438,22.5,1679.75,8.466,0.1689,0.0874,7.348,1.018,4.162,8.014,97.43,1.4785,2.575,1.718,1.735,1.33E-05,24.84,0.656,0.07038,7.21,0.02871,0.0905,0.3863
2023/2/20,0.4038,14.423,20.82,145.1,315.4,24842.2,0.08829,7.551,23.18,1703.27,8.526,0.1712,0.0868,7.324,1.043,4.189,8.017,95.9,1.4753,2.702,1.716,1.821,1.35E-05,26.26,0.615,0.07197,7.371,0.03186,0.0945,0.3984
2023/2/21,0.3925,13.866,20.98,145.3,311.5,24452.16,0.08546,7.251,22.85,1659.76,8.182,0.1675,0.0825,6.889,1.02,3.942,7.64,93.8,1.3867,2.569,1.708,1.765,1.31E-05,24.98,0.6509,0.06948,7.036,0.03014,0.0949,0.3919
2023/2/22,0.3888,13.587,20.32,142,312.4,24182.21,0.0855,7.186,22.48,1643.14,8.031,0.1634,0.0823,6.731,1.018,3.813,7.717,95.28,1.3956,2.508,1.614,1.712,1.32E-05,24.16,0.7378,0.06944,6.931,0.02957,0.0924,0.3953
2023/2/23,0.3824,13.738,19.71,138.8,308.3,23940.2,0.08425,7.093,22.12,1650.53,7.846,0.1608,0.0807,6.682,1.044,3.913,7.935,94.59,1.3533,2.47,1.575,1.719,1.31E-05,23.91,0.8186,0.06955,6.943,0.02974,0.091,0.3882
2023/2/24,0.3658,13.08,18.39,132.7,302.3,23185.29,0.08092,6.614,21.11,1607.8,6.853,0.1549,0.0771,6.285,0.973,3.644,7.466,91.55,1.265,2.313,1.455,1.642,1.26E-05,23.07,0.731,0.06787,6.572,0.02775,0.0892,0.3783
2023/2/25,0.362,12.842,17.94,133.2,302.4,23157.07,0.08075,6.544,20.98,1594.58,6.706,0.149,0.075,6.11,0.963,3.425,7.373,93.15,1.247,2.289,1.407,1.604,1.24E-05,22.37,0.7629,0.06785,6.469,0.02695,0.088,0.3778
2023/2/26,0.3691,12.961,18.43,136.3,308.7,23554.85,0.08216,6.691,21.41,1641.36,6.906,0.1606,0.0748,6.242,0.982,3.779,7.497,95.27,1.2817,2.376,1.536,1.651,1.28E-05,23.25,0.7806,0.06951,6.61,0.02823,0.089,0.3779
2023/2/27,0.3647,12.786,17.93,135.2,304.6,23492.09,0.08136,6.579,21.31,1633.45,6.851,0.1576,0.0722,6.124,0.967,3.641,7.274,94.07,1.2345,2.346,1.475,1.616,1.25E-05,22.68,0.91,0.06943,6.439,0.02811,0.0883,0.3785
2023/2/28,0.3517,12.279,17.09,132,301.4,23141.57,0.08085,6.347,20.76,1605.23,6.484,0.1526,0.0691,5.798,1.057,3.509,7.195,93.8,1.1964,2.23,1.457,1.568,1.20E-05,21.89,0.8867,0.06905,6.501,0.02695,0.0871,0.3762
2023/3/1,0.3601,12.778,17.77,134.3,302.7,23628.97,0.08193,6.535,21.29,1665.22,7.251,0.1598,0.0707,6.177,1.06,3.797,7.536,97.78,1.2489,2.319,1.557,1.682,1.23E-05,22.51,0.985,0.06984,6.843,0.02809,0.088,0.3835
2023/3/2,0.3504,12.466,17.47,131.8,299.8,23465.32,0.08056,6.335,21.1,1647.86,6.905,0.1548,0.0689,5.932,0.988,3.75,7.275,95.39,1.2274,2.259,1.526,1.634,1.21E-05,22,0.9262,0.06972,6.637,0.02727,0.0875,0.3772
2023/3/3,0.3431,12.016,16.66,126.4,290.4,22354.34,0.07684,6.037,20.36,1569.45,6.259,0.1471,0.064,5.591,1.023,3.607,6.958,90.56,1.169,2.098,1.356,1.508,1.14E-05,21.42,0.8477,0.06715,6.272,0.02542,0.0857,0.3774
2023/3/4,0.3366,11.843,16.14,124.4,289.6,22346.57,0.07462,5.917,19.95,1566.73,5.915,0.1417,0.0644,5.399,0.995,3.258,6.857,89.34,1.1277,2.05,1.242,1.464,1.11E-05,20.98,0.7274,0.0667,6.161,0.02444,0.0837,0.3735
2023/3/5,0.337,12.019,16.14,124,288.7,22430.24,0.07474,5.978,19.75,1564.58,6.139,0.1406,0.0639,5.339,1.05,3.344,6.945,89.93,1.136,2.031,1.199,1.48,1.11E-05,20.97,0.7476,0.06725,6.351,0.02433,0.0827,0.3668
2023/3/6,0.3305,11.978,16.52,124.2,287.8,22410,0.07479,5.92,19.65,1565.84,6.098,0.1426,0.0639,5.319,1.051,3.323,6.854,87.36,1.1309,2.055,1.215,1.495,1.12E-05,20.63,0.7473,0.06739,6.337,0.02461,0.0835,0.3695
