Date,ADA,ATOM,AVAX,BCH,BNB,BTC,DOGE,DOT,ETC,ETH,FIL,GRT,HBAR,ICP,IMX,INJ,LINK,LTC,MATIC,NEAR,RNDR,RUNE,SHIB,SOL,STX,TRX,UNI,VET,XLM,XRP
2022/8/21,0.4626,10.642,22.97,119.7,301.9,21515.61,0.06932,7.44,33.67,1618.13,6.41,0.1081,0.0696,6.45,0.873,1.839,7.082,55.67,0.8205,4.227,0.606,2.171,1.35E-05,36.47,0.396,0.0659,7.21,0.02655,0.111,0.3449
2022/8/22,0.4615,11.09,22.55,122.7,300,21399.83,0.0684,7.41,34.06,1624.66,6.33,0.1109,0.0665,6.39,0.852,1.768,7.044,57.22,0.8099,4.119,0.611,2.126,1.32E-05,35.41,0.387,0.06562,6.98,0.02615,0.1095,0.344
2022/8/23,0.4658,12.122,23.5,133.3,299.3,21529.12,0.06884,7.64,34.32,1665.41,6.38,0.1137,0.0671,6.37,0.869,1.819,7.241,57.08,0.8322,4.304,0.603,2.171,1.33E-05,35.68,0.388,0.06631,7.11,0.02645,0.1107,0.3472
2022/8/24,0.4578,13.019,23.01,130.4,296.4,21368.08,0.06791,7.56,35.29,1656.56,6.28,0.1146,0.0674,6.41,0.859,1.764,7.124,56.46,0.8136,4.269,0.58,2.183,1.31E-05,34.89,0.387,0.06482,7.05,0.02623,0.1094,0.3456
2022/8/25,0.4645,12.859,22.99,130.6,301.2,21559.04,0.06898,7.58,37.09,1695.11,6.36,0.1159,0.0697,6.35,0.865,1.773,7.124,56.63,0.8183,4.314,0.574,2.184,1.39E-05,35.27,0.4,0.06549,7.03,0.02673,0.1104,0.3491
2022/8/26,0.4316,11.549,20.66,116,279.6,20241.05,0.06351,6.93,33.9,1508.18,5.66,0.1025,0.0627,5.74,0.775,1.593,6.504,52.68,0.7651,3.938,0.515,1.95,1.24E-05,31.72,0.361,0.06158,6.16,0.02445,0.1039,0.3393
2022/8/27,0.4499,11.171,20.03,115.2,277.9,20037.6,0.06351,7.04,33.03,1491.06,5.83,0.1034,0.0629,6.29,0.79,1.567,6.529,53.01,0.8049,3.916,0.517,1.948,1.22E-05,31.53,0.362,0.0629,6.06,0.02443,0.1056,0.3346
2022/8/28,0.4293,10.567,18.53,112.6,276.5,19555.61,0.06178,6.86,30.94,1426.76,5.63,0.0991,0.0626,6.29,0.776,1.501,6.255,53.41,0.7824,3.764,0.506,1.844,1.18E-05,30.44,0.352,0.06141,5.74,0.02367,0.1027,0.3224
2022/8/29,0.4504,11.435,19.32,119.5,285.9,20285.73,0.06384,7.27,33.53,1551.8,6.01,0.1064,0.0658,6.68,0.87,1.612,6.7,55.8,0.8168,4.033,0.545,1.962,1.25E-05,32.42,0.369,0.06337,6.34,0.02486,0.1059,0.3337
2022/8/30,0.4531,11.927,19.39,114.6,281.6,19811.66,0.06154,7,32.33,1524.59,5.72,0.1028,0.0634,6.26,0.833,1.523,6.556,53.01,0.8153,4.2,0.523,1.887,1.22E-05,31.47,0.361,0.06472,6.17,0.02435,0.1024,0.3267
2022/8/31,0.4462,11.816,19.14,115.2,279.2,20050.02,0.06135,7.03,32.43,1554.1,5.75,0.1026,0.0631,6.24,0.832,1.557,6.627,53.84,0.8323,4.374,0.513,1.915,1.21E-05,31.5,0.364,0.06339,6.15,0.02422,0.1043,0.3277
2022/9/1,0.4575,12.733,19.33,116.7,278.3,20131.46,0.06239,7.18,32.93,1586.16,5.78,0.1049,0.0634,6.32,0.829,1.525,6.925,57.58,0.8844,4.346,0.524,1.936,1.23E-05,31.61,0.363,0.06328,6.31,0.02431,0.105,0.3331
2022/9/2,0.4543,12.611,18.86,116.3,277.5,19951.86,0.06165,7.3,32.44,1575.35,5.83,0.1029,0.0617,6.29,0.827,1.534,6.926,60.99,0.8719,4.178,0.52,1.903,1.22E-05,31.23,0.362,0.06261,6.4,0.02412,0.1046,0.3314
2022/9/3,0.4803,12.623,18.89,117.8,277.8,19831.9,0.06271,7.28,32.23,1557.46,6.51,0.1017,0.0608,6.5,0.824,1.528,6.859,60.15,0.889,4.171,0.51,1.892,1.23E-05,31.12,0.361,0.0631,6.31,0.02424,0.1053,0.3297
2022/9/4,0.5035,13.045,19.01,118.3,279.1,20000.3,0.06323,7.37,32.45,1579.28,6.27,0.1045,0.0615,6.69,0.845,1.601,7.156,60.9,0.8951,4.24,0.517,1.943,1.29E-05,32.16,0.367,0.06351,6.48,0.02501,0.1064,0.3317
2022/9/5,0.4984,12.633,19.44,125.7,276.9,19796.84,0.06275,7.36,39.65,1617.8,6.14,0.104,0.0622,6.74,0.847,1.607,7.375,60.39,0.8819,4.233,0.5,1.912,1.26E-05,32.18,0.369,0.06295,6.58,0.02448,0.1051,0.3329
2022/9/6,0.4625,11.779,18.21,112.2,262.5,18790.61,0.05889,6.87,34.4,1559.01,5.6,0.0976,0.0584,6.22,0.774,1.454,6.659,54.11,0.8157,4.071,0.47,1.755,1.20E-05,30.88,0.341,0.06069,5.82,0.02294,0.0997,0.3212
2022/9/7,0.4787,12.929,19.01,118.7,278.9,19292.84,0.06097,7.2,37.27,1630,5.85,0.1041,0.0607,6.48,0.827,1.555,7.085,57.31,0.8404,4.378,0.507,1.833,1.23E-05,32.69,0.35,0.06181,6.12,0.0238,0.103,0.3369
2022/9/8,0.479,13.883,19.13,126.5,280.5,19319.77,0.06096,7.39,37.11,1635.37,5.87,0.1041,0.0611,6.48,0.817,1.533,7.406,57.96,0.8448,4.69,0.551,1.842,1.22E-05,33.61,0.361,0.06126,6.18,0.02425,0.1044,0.3396
2022/9/9,0.5022,16.128,20.38,132.7,293.4,21360.11,0.06385,7.75,39.14,1718.23,6.38,0.1126,0.0637,7.1,0.881,1.681,7.742,61.13,0.8905,4.811,0.566,2.006,1.29E-05,34.67,0.381,0.06343,6.51,0.02564,0.1144,0.3568
2022/9/10,0.5121,15.992,20.44,132.6,296.7,21648.34,0.06466,7.77,39.25,1774.12,6.36,0.1171,0.0638,7.13,0.871,1.636,7.904,63.28,0.906,4.815,0.581,2.03,1.33E-05,35.03,0.384,0.06474,6.68,0.02569,0.1147,0.3573
2022/9/11,0.5098,15.693,20.68,130.3,295.3,21826.87,0.06369,7.7,38.53,1766.11,6.41,0.1167,0.064,7.18,0.867,1.87,8.028,62.16,0.8934,4.896,0.564,2.009,1.30E-05,34.99,0.391,0.06419,6.49,0.02573,0.1144,0.3552
2022/9/12,0.5012,15.528,21.38,129,294.1,22395.74,0.06393,7.66,38.44,1716.37,6.55,0.1285,0.0738,6.93,0.865,1.81,7.762,61.38,0.9301,5.092,0.569,1.947,1.29E-05,37.44,0.387,0.06386,6.65,0.0257,0.1139,0.3598
2022/9/13,0.4635,13.9,18.87,117.6,277.4,20173.57,0.05964,7.06,35.29,1574.4,5.86,0.1082,0.0648,6.41,0.806,1.653,7.025,59.1,0.8461,4.419,0.508,1.778,1.21E-05,33,0.349,0.06068,6.03,0.02353,0.1045,0.3326
2022/9/14,0.4809,13.969,19.12,119.9,279.3,20226.71,0.06115,7.21,39.21,1638.39,5.96,0.1126,0.0642,6.3,0.824,1.651,7.456,60.18,0.8645,4.508,0.515,1.801,1.22E-05,34.12,0.353,0.06162,6.18,0.024,0.1052,0.3415
2022/9/15,0.4662,14.897,18.21,117.6,271.1,19701.88,0.0586,6.93,35.68,1472.75,5.72,0.1085,0.061,6.13,0.799,1.628,7.566,56.34,0.8251,4.184,0.5,1.708,1.17E-05,33.07,0.343,0.06131,5.89,0.02321,0.1022,0.3261
2022/9/16,0.4746,16.605,18.05,119.5,274.9,19803.3,0.06046,6.9,34.1,1433.9,5.82,0.1057,0.0606,6.18,0.796,1.679,7.656,55.95,0.8069,4.206,0.464,1.725,1.16E-05,32.25,0.349,0.06132,5.83,0.02338,0.1071,0.3552
2022/9/17,0.4859,16.405,18.48,122.1,279.1,20113.62,0.0622,7.06,34.43,1468.83,5.91,0.1089,0.0617,6.3,0.809,1.694,8.092,57.83,0.8279,4.379,0.483,1.797,1.19E-05,33.68,0.356,0.06228,6.02,0.02434,0.1133,0.3762
2022/9/18,0.4477,14.693,16.7,111.8,266.2,19416.18,0.05743,6.44,29.54,1334.51,5.26,0.0999,0.0575,5.85,0.749,1.447,7.523,52.63,0.7533,3.916,0.437,1.644,1.06E-05,31.1,0.326,0.06077,5.47,0.02242,0.1069,0.3576
2022/9/19,0.4527,15.62,17.28,112,271.9,19537.02,0.05853,6.39,30.38,1375.98,5.48,0.1014,0.0589,6.05,0.774,1.572,7.301,52.91,0.7655,4.055,0.45,1.683,1.10E-05,32.62,0.331,0.06028,5.48,0.02284,0.1116,0.3848
2022/9/20,0.4422,13.919,16.65,112.8,266.3,18875,0.05839,6.28,29.12,1322.93,5.32,0.0967,0.0575,5.91,0.759,1.526,6.883,52.3,0.7333,3.82,0.461,1.607,1.05E-05,31.41,0.335,0.05978,5.3,0.02267,0.1172,0.414
2022/9/21,0.4389,13.39,16.55,108.9,264,18461.36,0.05715,6.12,27.73,1245.78,5.24,0.0932,0.0565,5.91,0.744,1.463,6.68,51.09,0.7007,3.641,0.458,1.554,1.04E-05,30.65,0.321,0.05905,5.34,0.02191,0.1105,0.3936
2022/9/22,0.4584,14.633,17.68,116.5,275.3,19401.63,0.05958,6.45,28.62,1326.46,5.52,0.1002,0.06,6.08,0.785,1.53,7.123,53.57,0.7521,3.865,0.473,1.641,1.09E-05,32.43,0.338,0.06022,5.74,0.02288,0.123,0.4862
2022/9/23,0.4618,14.223,17.97,120.1,276.7,19289.91,0.06337,6.44,28.88,1327.25,5.69,0.1029,0.0611,6.22,0.77,1.575,7.449,55.22,0.7784,3.792,0.48,1.649,1.11E-05,33.66,0.339,0.06042,5.91,0.02324,0.1232,0.5069
2022/9/24,0.4511,13.635,17.6,117.3,274.4,18920.5,0.0631,6.27,28.67,1317.13,5.57,0.1005,0.061,6.05,0.738,1.645,7.629,53.43,0.7527,3.699,0.457,1.625,1.13E-05,33.38,0.331,0.05985,5.8,0.02286,0.1179,0.4878
2022/9/25,0.4464,13.976,17.32,113.5,274.3,18807.38,0.06117,6.2,28.37,1294.63,5.71,0.1013,0.0589,5.9,0.729,1.798,7.865,52.53,0.7397,3.649,0.461,1.587,1.10E-05,32.34,0.326,0.0597,5.66,0.0224,0.1173,0.4917
2022/9/26,0.4473,13.913,17.57,116.3,276.1,19227.82,0.06113,6.56,28.48,1336.17,5.7,0.1025,0.0601,6.24,0.74,1.78,7.945,53.44,0.7557,3.686,0.486,1.6,1.11E-05,33.88,0.327,0.05959,5.92,0.02271,0.1138,0.4683
2022/9/27,0.4411,13.491,17.3,114.3,272.3,19079.13,0.06048,6.37,28.1,1328.02,5.73,0.0992,0.0582,6.1,0.742,1.739,8.056,52.65,0.7389,3.618,0.477,1.567,1.11E-05,32.69,0.33,0.05938,6.38,0.02261,0.1102,0.4457
2022/9/28,0.4361,12.997,17.26,114.1,281.6,19412.82,0.06051,6.38,27.63,1337.2,5.85,0.0987,0.0579,6.04,0.744,1.707,7.795,53.29,0.7473,3.578,0.473,1.565,1.11E-05,33.22,0.325,0.05954,6.56,0.02288,0.1083,0.4489
2022/9/29,0.4381,12.771,17.35,116.9,284.1,19591.51,0.06086,6.43,27.8,1335.7,5.79,0.0991,0.0578,6.14,0.758,1.684,7.899,53.96,0.7631,3.587,0.467,1.581,1.11E-05,33.93,0.329,0.06099,6.38,0.02346,0.1154,0.4877
2022/9/30,0.4347,13.024,17.2,120.1,284.8,19422.61,0.06167,6.32,27.74,1328.72,5.69,0.0987,0.0573,6.07,0.757,1.702,7.585,53.48,0.7778,3.559,0.461,1.57,1.13E-05,33.25,0.324,0.06101,6.46,0.02308,0.1146,0.4799
2022/10/1,0.43,12.682,16.95,117.1,282.9,19310.95,0.06059,6.27,27.54,1311.79,5.52,0.0974,0.0576,6.11,0.759,1.652,7.394,52.92,0.767,3.556,0.46,1.543,1.12E-05,32.44,0.323,0.06049,6.4,0.02333,0.1215,0.4754
2022/10/2,0.4194,11.992,16.53,114.3,284.7,19056.8,0.05927,6.15,26.94,1276.72,5.37,0.0944,0.0563,5.91,0.744,1.565,7.11,51.82,0.7631,3.48,0.451,1.5,1.09E-05,32.06,0.316,0.06093,6.26,0.02257,0.1185,0.4485
2022/10/3,0.4276,12.855,17.14,116.3,286.9,19629.08,0.06034,6.37,27.43,1323.09,5.52,0.0977,0.0578,6.02,0.769,1.705,7.33,54.17,0.8002,3.541,0.458,1.6,1.12E-05,32.89,0.321,0.06137,6.63,0.02352,0.1168,0.4621
2022/10/4,0.4355,13.019,17.44,121.1,296.2,20337.82,0.06584,6.5,27.9,1361.49,5.6,0.1009,0.0584,6.17,0.794,1.797,7.723,55.28,0.8351,3.623,0.515,1.647,1.16E-05,34.09,0.329,0.06236,6.65,0.02394,0.1191,0.4795
2022/10/5,0.4309,13.005,17.39,122.1,294.2,20158.26,0.06478,6.44,27.63,1352.2,5.58,0.1,0.058,6.03,0.788,1.916,7.875,54.63,0.8512,3.696,0.491,1.669,1.14E-05,34.04,0.327,0.06245,6.81,0.02388,0.1189,0.4887
2022/10/6,0.4288,13.016,17.04,118.4,287,19960.67,0.06345,6.34,27.84,1352.06,5.48,0.0989,0.0581,5.98,0.76,1.836,7.632,53.53,0.8336,3.623,0.478,1.625,1.12E-05,33.36,0.323,0.06277,6.87,0.02342,0.1195,0.4934
2022/10/7,0.424,13.056,16.9,116.7,282.3,19530.09,0.06235,6.33,27.5,1331.1,5.48,0.0978,0.0604,5.95,0.74,1.99,7.606,52.83,0.8315,3.552,0.47,1.589,1.11E-05,32.98,0.326,0.06251,6.79,0.02316,0.1222,0.5177
2022/10/8,0.4219,13.148,16.79,116.9,276.4,19417.96,0.06165,6.31,26.97,1315.48,5.39,0.0963,0.0603,5.81,0.728,1.99,7.455,52.79,0.8144,3.494,0.455,1.558,1.10E-05,32.58,0.328,0.06205,6.51,0.02293,0.1261,0.517
2022/10/9,0.423,13.194,16.9,117.2,278.2,19439.02,0.06212,6.48,26.97,1323.13,5.43,0.0963,0.0602,5.85,0.734,1.915,7.63,53.9,0.8255,3.518,0.466,1.605,1.10E-05,32.92,0.338,0.06236,6.63,0.0231,0.1287,0.5325
2022/10/10,0.4012,12.436,16.21,111.6,271.5,19131.87,0.05938,6.25,24.23,1290.03,5.16,0.0913,0.0582,5.32,0.69,1.755,7.335,52.63,0.8136,3.218,0.449,1.522,1.02E-05,31.96,0.319,0.06274,6.39,0.02277,0.1236,0.4939
2022/10/11,0.3908,12.173,15.95,111.1,271.4,19060,0.06025,6.17,23.75,1280.11,5.14,0.0887,0.0609,5.23,0.685,1.828,7.135,52.03,0.7909,3.173,0.423,1.513,1.03E-05,30.8,0.312,0.06166,6,0.02275,0.1161,0.4861
2022/10/12,0.3814,11.742,15.96,111.7,270.9,19155.53,0.05981,6.18,23.8,1294.44,5.14,0.0876,0.0656,5.06,0.665,1.786,7.145,52.23,0.7829,3.155,0.415,1.509,1.02E-05,31.16,0.31,0.06173,6.06,0.02276,0.1164,0.4881
2022/10/13,0.3768,11.339,15.66,108.8,271.6,19375.13,0.05965,6.11,22.98,1287.08,5.14,0.088,0.065,5.04,0.649,1.745,7.027,51.1,0.775,3.04,0.41,1.483,1.04E-05,30.49,0.3,0.061,6.14,0.02303,0.1121,0.4791
2022/10/14,0.3667,11.643,15.67,107.5,269.4,19176.93,0.05866,6.05,23.14,1296.27,5.07,0.0855,0.0616,4.85,0.629,1.763,6.887,51.31,0.7933,3.007,0.4,1.459,1.02E-05,30,0.299,0.06393,6.28,0.02282,0.1125,0.4883
2022/10/15,0.3641,11.515,15.43,107.9,268.2,19069.39,0.05857,6.05,22.78,1274.92,5.2,0.0846,0.0603,4.92,0.613,1.756,6.886,50.39,0.7892,2.924,0.413,1.435,1.02E-05,29.59,0.297,0.06174,6.04,0.02276,0.112,0.4818
2022/10/16,0.3703,11.699,15.75,110.3,272.5,19262.98,0.05891,6.18,23.11,1305.95,5.15,0.0858,0.0613,4.99,0.633,1.904,7.173,51.43,0.7984,3.002,0.434,1.478,1.03E-05,30.17,0.3,0.06187,6.1,0.02294,0.1135,0.4766
2022/10/17,0.3723,12.43,16.18,110.6,275.6,19549.86,0.05998,6.26,23.83,1331.4,5.25,0.0867,0.0625,5.08,0.646,2.107,7.328,51.82,0.8482,3.061,0.426,1.547,1.04E-05,31.21,0.309,0.06265,6.39,0.02331,0.1142,0.4804
2022/10/18,0.3624,12.522,15.88,108.7,273.1,19327.44,0.05976,6.16,23.4,1310.71,5.13,0.0832,0.0622,4.95,0.615,2.087,7.127,51.86,0.8642,2.966,0.424,1.504,1.02E-05,30.15,0.305,0.06218,6.53,0.02302,0.1124,0.4658
2022/10/19,0.3497,11.753,15.06,105.8,272,19123.97,0.05868,6.1,22.35,1285.09,4.98,0.0791,0.0594,4.82,0.577,1.976,6.772,50.94,0.8445,2.826,0.424,1.442,9.86E-06,28.86,0.294,0.06174,6.57,0.02235,0.1108,0.4504
2022/10/20,0.3402,11.378,15.14,106.5,269,19041.92,0.05942,5.89,21.67,1282.57,4.94,0.0779,0.0584,4.82,0.569,1.852,6.657,51.22,0.8094,2.87,0.421,1.429,9.90E-06,28.01,0.299,0.06215,6.09,0.02183,0.11,0.4465
2022/10/21,0.3492,11.736,15.69,107.1,270.1,19164.37,0.05933,5.84,22.03,1299.75,4.95,0.0787,0.0597,4.89,0.559,1.856,6.809,51.63,0.832,2.887,0.435,1.432,1.00E-05,28.1,0.297,0.06167,6.03,0.02246,0.111,0.4614
2022/10/22,0.3513,11.715,15.69,108.6,270.4,19204.35,0.05968,5.85,23.23,1313.61,4.96,0.0783,0.0598,4.91,0.55,1.914,6.868,52.18,0.8319,2.919,0.45,1.436,9.99E-06,28.01,0.301,0.06158,6.09,0.0226,0.1113,0.4653
2022/10/23,0.3621,12.114,16.31,110.8,276,19570.4,0.06038,5.97,23.44,1364.2,5.11,0.0802,0.0606,5.03,0.567,1.936,7.066,54.03,0.8986,2.983,0.472,1.484,1.02E-05,29.28,0.305,0.06188,6.29,0.0228,0.112,0.4688
2022/10/24,0.3573,11.65,15.75,107.9,274.1,19329.72,0.05945,5.92,22.66,1343.61,4.94,0.0796,0.0587,4.82,0.54,1.895,6.906,52.54,0.8931,2.919,0.514,1.442,9.93E-06,28.3,0.302,0.06131,6.15,0.02247,0.1103,0.4529
2022/10/25,0.4,11.999,16.64,112.7,284.2,20080.07,0.06305,6.43,24.67,1459.74,5.17,0.0809,0.0597,5.02,0.564,1.957,7.063,55.92,0.9176,3.001,0.529,1.501,1.02E-05,30.86,0.311,0.06235,6.58,0.02286,0.1117,0.4605
2022/10/26,0.403,12.278,17,114.4,290.2,20771.59,0.07265,6.47,25.49,1566.1,5.25,0.0824,0.0605,5.1,0.564,2.061,7.157,56.39,0.9373,3.055,0.532,1.539,1.08E-05,31.29,0.317,0.06341,6.69,0.02336,0.1134,0.4689
2022/10/27,0.3884,12.655,16.88,112.3,286.7,20295.11,0.07689,6.34,24.75,1514.05,5.23,0.0798,0.0587,5.02,0.591,2.023,6.892,54.75,0.9036,2.964,0.505,1.504,1.06E-05,30.58,0.307,0.06296,6.8,0.02291,0.1109,0.4615
2022/10/28,0.4044,13.53,18.33,115.6,297.9,20591.84,0.08387,6.52,25.48,1554.41,5.36,0.0821,0.0601,5.16,0.644,2.05,7.109,54.92,0.9444,3.023,0.547,1.563,1.17E-05,32.07,0.314,0.06356,6.85,0.02349,0.1126,0.4744
2022/10/29,0.42,13.472,18.29,118.4,304.4,20809.67,0.12176,6.63,25.88,1619.55,5.72,0.0841,0.0613,5.41,0.628,2.291,7.636,56.6,0.9336,3.088,0.546,1.571,1.29E-05,32.87,0.318,0.06428,7.1,0.02405,0.1135,0.4701
2022/10/30,0.4056,13.92,18.26,116.1,313.5,20627.48,0.11773,6.66,24.51,1590.44,5.38,0.0836,0.0606,5.32,0.612,2.194,7.782,55.35,0.9084,3.101,0.57,1.555,1.19E-05,32.94,0.317,0.0631,6.89,0.02356,0.1112,0.4582
2022/10/31,0.4055,14.319,19.28,115,325.7,20490.74,0.12686,6.62,24.25,1572.69,5.42,0.0843,0.0595,5.29,0.596,2.433,7.857,55.01,0.9026,3.106,0.608,1.577,1.25E-05,32.56,0.318,0.06325,6.96,0.02394,0.1113,0.4641
2022/11/1,0.4011,14.074,18.62,115,323.9,20483.62,0.14211,6.46,24.03,1578.48,5.37,0.0822,0.0583,5.18,0.586,2.505,7.684,55.1,0.8739,3.013,0.664,1.563,1.29E-05,32.2,0.315,0.06277,7.12,0.02352,0.1099,0.4636
2022/11/2,0.3856,13.295,17.91,113.7,320.2,20151.84,0.12765,6.25,22.95,1518.34,5.22,0.0815,0.0587,4.93,0.575,2.52,7.437,60.95,0.8734,2.901,0.771,1.476,1.18E-05,30.8,0.305,0.06157,7.1,0.02315,0.1075,0.4497
2022/11/3,0.3895,13.51,18.03,115.6,329.5,20207.82,0.12262,6.41,24.02,1531.01,5.78,0.087,0.0598,5.37,0.59,2.631,7.72,61.84,0.9512,3.03,0.742,1.495,1.18E-05,30.85,0.316,0.06171,6.91,0.02366,0.1088,0.4548
2022/11/4,0.4216,15.035,19.38,124.5,354.6,21148.52,0.12613,7.05,25.78,1644.78,6.15,0.0949,0.0634,5.62,0.664,2.711,8.715,67.58,1.1692,3.307,0.739,1.662,1.25E-05,33.74,0.335,0.06381,7.55,0.02541,0.1156,0.5064
2022/11/5,0.4264,15.38,19.61,123.7,349.2,21299.37,0.12445,7.03,26.52,1626.98,6.16,0.0984,0.0622,5.57,0.663,2.686,8.663,69.23,1.1846,3.332,0.903,1.665,1.25E-05,36.9,0.337,0.06363,7.69,0.02597,0.1136,0.493
2022/11/6,0.4021,14.443,18.23,116.7,337.9,20905.58,0.11477,6.81,24.82,1568.29,5.83,0.0901,0.0591,5.21,0.599,2.594,8.101,68.26,1.135,3.094,0.919,1.608,1.18E-05,32.62,0.318,0.06268,7.06,0.02467,0.109,0.4709
2022/11/7,0.4041,14.275,18.08,117.9,337,20591.13,0.11123,7.12,25.04,1568.1,5.73,0.0903,0.0591,5.18,0.587,2.681,8.956,67.42,1.2574,3.051,0.803,1.623,1.18E-05,29.62,0.317,0.06227,7.01,0.02677,0.1097,0.4648
2022/11/8,0.3722,12.146,16.02,103.2,327.4,18547.23,0.08827,6.3,21.89,1334.77,4.79,0.0757,0.0521,4.358,0.521,1.988,7.708,57.82,1.044,2.633,0.602,1.364,1.02E-05,24.38,0.274,0.05872,6.07,0.02342,0.0988,0.4059
2022/11/9,0.3175,9.791,12.91,89,267.3,15922.81,0.0745,5.41,18.37,1102.73,4.14,0.0582,0.0442,3.681,0.403,1.461,6.231,50.68,0.8165,2.03,0.434,1.032,8.74E-06,14.08,0.214,0.05338,4.9,0.01949,0.0831,0.3331
2022/11/10,0.3687,12.17,15.42,102.7,304,17601.15,0.08978,5.97,22.01,1299.28,4.63,0.0694,0.05,4.27,0.496,1.798,7.21,60.56,1.1245,2.315,0.592,1.228,1.02E-05,17.66,0.247,0.05782,5.77,0.02216,0.0972,0.3942
2022/11/11,0.3556,11.672,14.13,103.1,290.4,17070.31,0.08509,5.75,21.55,1289.28,4.47,0.0663,0.0483,4.022,0.444,1.755,7.044,61.49,1.0643,2.131,0.546,1.156,9.90E-06,16.45,0.232,0.05601,6.1,0.02144,0.0953,0.3843
2022/11/12,0.3397,10.951,13.09,102.7,282.8,16812.08,0.08815,5.77,20.49,1257.25,4.27,0.0621,0.0471,3.82,0.41,1.72,6.281,59.94,0.9396,2,0.504,1.112,9.58E-06,14.58,0.234,0.05502,5.56,0.02009,0.0911,0.3636
2022/11/13,0.3298,10.19,13.02,99.6,276.4,16329.85,0.08495,5.75,19.89,1221.49,4.29,0.0616,0.0453,3.946,0.418,1.812,6.078,57.37,0.8894,1.953,0.476,1.131,9.01E-06,13.18,0.217,0.05084,5.8,0.0192,0.0882,0.3408
2022/11/14,0.3323,10.329,13.14,103.9,279,16619.46,0.08595,5.86,20.48,1243.28,4.33,0.064,0.0473,3.935,0.429,1.759,6.291,56.7,0.9177,1.971,0.502,1.193,9.09E-06,14,0.22,0.05015,6.09,0.01917,0.0913,0.3776
2022/11/15,0.3373,10.556,13.51,103.9,277,16900.57,0.08706,5.92,20.56,1253.23,4.4,0.0643,0.0492,3.977,0.425,1.795,6.421,58.01,0.9417,1.98,0.493,1.233,9.27E-06,14.32,0.242,0.05074,6.28,0.01973,0.0925,0.3888
2022/11/16,0.332,10.152,13.07,104.4,271.8,16662.76,0.08548,5.71,19.92,1216.17,4.33,0.0617,0.0481,3.875,0.411,1.748,6.179,57.49,0.8981,1.922,0.477,1.196,9.14E-06,14.27,0.237,0.05016,5.96,0.01988,0.0898,0.3752
2022/11/17,0.325,9.918,12.87,103.9,267.9,16692.56,0.08467,5.67,19.67,1200.43,4.31,0.0605,0.0485,3.757,0.404,1.714,6.225,62.59,0.8743,1.832,0.475,1.19,9.05E-06,13.65,0.229,0.05006,5.73,0.01931,0.0904,0.3819
2022/11/18,0.326,9.972,13,104.8,274.1,16700.45,0.08474,5.65,19.55,1212.58,4.34,0.0605,0.0483,3.835,0.406,1.737,6.183,62.62,0.8795,1.784,0.477,1.199,9.10E-06,13.27,0.241,0.05068,5.85,0.01921,0.0892,0.3829
2022/11/19,0.328,9.995,12.89,104.9,272.6,16700.68,0.08455,5.61,19.51,1217.67,4.38,0.06,0.0487,3.965,0.422,1.708,6.146,63.98,0.8762,1.747,0.466,1.225,9.15E-06,12.84,0.236,0.05215,5.76,0.01918,0.0905,0.3841
2022/11/20,0.312,9.354,12.19,104.8,264.2,16280.23,0.07703,5.3,18.17,1142.21,4.16,0.0569,0.0461,3.606,0.393,1.572,5.768,62.12,0.8069,1.57,0.433,1.153,8.79E-06,12.27,0.221,0.05008,5.44,0.018,0.0865,0.3608
2022/11/21,0.3046,9.011,11.82,103.4,253.9,15781.29,0.07466,5.18,18.03,1107.34,4.17,0.0539,0.0451,3.627,0.414,1.568,5.876,61.31,0.796,1.56,0.419,1.108,8.42E-06,11.83,0.217,0.05155,5.19,0.01775,0.0843,0.3645
2022/11/22,0.3126,9.547,12.36,109.4,266.7,16226.94,0.07876,5.28,18.48,1139.6,4.32,0.0551,0.0466,3.722,0.43,1.601,6.422,70.66,0.8513,1.627,0.428,1.132,8.81E-06,12.44,0.224,0.05072,5.31,0.01817,0.0871,0.3757
2022/11/23,0.3185,9.933,13.06,115,298.8,16603.11,0.08197,5.44,20.33,1184.52,4.45,0.0621,0.0485,3.92,0.453,1.7,6.707,79.02,0.8614,1.692,0.466,1.18,9.05E-06,14.36,0.233,0.0518,5.49,0.01902,0.0886,0.3815
2022/11/24,0.3163,10.153,12.95,115.9,300.2,16598.95,0.08146,5.39,20.21,1203.73,4.39,0.0624,0.0495,3.882,0.432,1.665,6.831,78.66,0.8489,1.643,0.451,1.181,9.02E-06,14.59,0.231,0.05283,5.45,0.0191,0.09,0.4018
2022/11/25,0.3146,10.025,12.82,113.8,300.8,16522.14,0.0895,5.26,20.1,1199.3,4.29,0.0624,0.0491,3.922,0.421,1.609,6.848,74.1,0.8442,1.646,0.444,1.192,9.19E-06,14.03,0.237,0.05297,5.41,0.019,0.0892,0.4078
2022/11/26,0.3138,10.111,12.78,112.5,311.4,16458.57,0.08893,5.3,19.89,1205.6,4.3,0.063,0.0494,3.891,0.427,1.605,7.156,76.47,0.8464,1.612,0.509,1.188,9.01E-06,14.17,0.235,0.05279,5.42,0.0189,0.0881,0.396
2022/11/27,0.3126,9.925,12.86,111.2,307.6,16428.78,0.09868,5.3,19.82,1193.88,4.35,0.0628,0.0492,3.898,0.442,1.579,6.902,74.92,0.844,1.614,0.507,1.181,9.28E-06,14.12,0.238,0.05327,5.41,0.01878,0.0902,0.3962
